iter	RMSE
0	0.01085032236
1	0.01036992529
2	0.009901789265
3	0.009457369299
4	0.009068226678
5	0.0086901951
6	0.008290469478
7	0.007936578816
8	0.007593461145
9	0.007289068048
10	0.00697239909
11	0.006686615863
12	0.006396033268
13	0.006131467384
14	0.005869206079
15	0.005633090054
16	0.005385873857
17	0.005151229382
18	0.004933104931
19	0.0047265625
20	0.004540679529
21	0.004356136477
22	0.004173985599
23	0.003996873552
24	0.003850903189
25	0.003694727532
26	0.003545787081
27	0.003400842488
28	0.003272229685
29	0.00315105261
30	0.003034734355
31	0.002930714382
32	0.002828519809
33	0.00272303348
34	0.002623585319
35	0.002531891965
36	0.002437537371
37	0.002353535823
38	0.002272708554
39	0.002192460038
40	0.002117546992
41	0.002042009288
42	0.00197602739
43	0.001914176591
44	0.001855920682
45	0.001796694286
46	0.001747155007
47	0.001697463087
48	0.001658667733
49	0.001611752667
50	0.001575280741
51	0.001535456736
52	0.001493583355
53	0.00145714292
54	0.001433286066
55	0.001401873171
56	0.00136773058
57	0.00133423259
58	0.0013044984
59	0.00127435007
60	0.001251405904
61	0.001228868585
62	0.00120703815
63	0.001186126702
64	0.001165742783
65	0.001148419858
66	0.001130514144
67	0.001113341287
68	0.001096674357
69	0.001080195116
70	0.001066051372
71	0.001051265076
72	0.001033717645
73	0.001018536175
74	0.001002590899
75	0.0009889128404
76	0.000975717105
77	0.0009673339337
78	0.0009563287646
79	0.0009528569253
80	0.000941443245
81	0.000931922659
82	0.0009276795596
83	0.0009187831324
84	0.0009090112315
85	0.0009013616603
86	0.0008930227908
87	0.0008909498406
88	0.0008889048782
89	0.000881391192
90	0.0008796607441
91	0.0008785849826
92	0.0008741115757
93	0.0008669486424
94	0.0008650775783
95	0.0008630983523
96	0.0008582388256
97	0.000856434179
98	0.0008526566175
99	0.0008509114073
100	0.0008410498323
101	0.0008395629398
102	0.000837065784
103	0.0008362026139
104	0.0008316685383
105	0.0008264144507
106	0.0008234080257
107	0.0008220611228
108	0.0008201620122
109	0.0008128319797
110	0.0008085810598
111	0.0008040646934
112	0.0007977619362
113	0.0007913362768
114	0.0007880348457
115	0.0007862409502
116	0.0007852903871
117	0.000781411491
118	0.0007750974219
119	0.0007733402761
120	0.0007728605929
121	0.0007718978219
122	0.0007674626629
123	0.0007647498401
124	0.0007611588269
125	0.00075941458
126	0.0007586940282
127	0.0007543468367
128	0.0007536140993
129	0.00075263643
130	0.0007482421172
131	0.0007446244991
132	0.000742932916
133	0.0007382173648
134	0.0007375500585
135	0.0007359144679
136	0.0007353544712
137	0.000729794404
138	0.0007289040573
139	0.0007241561821
140	0.0007202436956
141	0.0007141670501
142	0.0007136201926
143	0.0007069162414
144	0.0007045452626
145	0.0007040166969
146	0.00069922768
147	0.0006987749167
148	0.0006977374359
149	0.0006960645952
150	0.0006956306773
151	0.0006893366615
152	0.0006866942358
153	0.0006860401292
154	0.0006812630351
155	0.000678224109
156	0.0006738136148
157	0.0006731766792
158	0.0006706989069
159	0.0006664991805
160	0.0006628241945
161	0.0006620510018
162	0.0006613053845
163	0.0006605225994
164	0.0006595503543
165	0.00065665434
166	0.0006517555334
167	0.0006493377597
168	0.0006472031197
169	0.0006440695252
170	0.0006420456108
171	0.0006413166856
172	0.0006403401893
173	0.0006398046864
174	0.0006380381747
175	0.0006339532612
176	0.0006333182318
177	0.000630581839
178	0.0006302076034
179	0.0006284007858
180	0.0006273214882
181	0.0006251358485
182	0.0006211477627
183	0.0006206698564
184	0.000615342809
185	0.0006136222188
186	0.0006120107242
187	0.0006100261871
188	0.000608235955
189	0.0006032837263
190	0.0006021789379
191	0.0006006933142
192	0.0005986075119
193	0.0005952711111
194	0.0005913684009
195	0.0005909415862
196	0.00058746505
197	0.0005851978265
198	0.0005825060394
199	0.0005811269164
200	0.0005781209376
201	0.0005763010858
202	0.0005731027049
203	0.000571444002
204	0.000570002378
205	0.0005687855281
206	0.0005680171993
207	0.0005657093643
208	0.0005652937143
209	0.0005640822263
210	0.0005611467512
211	0.0005600063794
212	0.0005581111014
213	0.0005568572554
214	0.0005552808627
215	0.0005538446238
216	0.0005520732958
217	0.0005509186156
218	0.0005478520779
219	0.0005452973246
220	0.0005443005117
221	0.0005432230373
222	0.0005419755533
223	0.000538383005
224	0.000537986467
225	0.0005369027771
226	0.0005355100124
227	0.0005351548303
228	0.0005348164646
229	0.0005344785967
230	0.0005341566084
231	0.0005332196364
232	0.0005325322929
233	0.0005300348527
234	0.0005297324473
235	0.0005272274244
236	0.0005248194083
237	0.0005224270367
238	0.0005220419817
239	0.0005196819925
240	0.00051796939
241	0.0005170552379
242	0.0005167814501
243	0.0005165149549
244	0.0005149403944
245	0.0005140046058
246	0.0005136862461
247	0.0005131710903
248	0.000511615885
249	0.0005093215596
250	0.0005072664254
251	0.0005052251653
252	0.0005032846389
253	0.000501974777
254	0.0004992484995
255	0.0004979346106
256	0.0004963371503
257	0.0004941537487
258	0.0004923148034
259	0.0004920597084
260	0.0004898334178
261	0.0004884299931
262	0.0004858963791
263	0.0004842820916
264	0.0004824817605
265	0.0004800702139
266	0.0004797611066
267	0.0004786041285
268	0.0004764897137
269	0.0004741594884
270	0.0004724341383
271	0.000472263544
272	0.0004707239414
273	0.0004705955015
274	0.0004694430312
275	0.0004672868014
276	0.0004646856766
277	0.0004645655262
278	0.0004644495706
279	0.0004630377088
280	0.0004614417184
281	0.000460721698
282	0.0004579879051
283	0.0004578759971
284	0.0004577941337
285	0.0004561500882
286	0.0004544776048
287	0.0004534623405
288	0.0004533166749
289	0.0004513431289
290	0.0004501071026
291	0.0004497285531
292	0.0004486682446
293	0.0004485953198
294	0.0004476836344
295	0.0004470570802
296	0.0004453873961
297	0.0004442040061
298	0.0004426912113
299	0.0004426257045
